編號,歌手/團體名稱,類別標籤,別名/譯名,相關團體,合唱組合,歌庫已收錄曲數
3003,錢潤玉,Indie / Global,,,,0
3004,God Øne,Indie / Global,,,,0
3005,珂拉琪 Collage,Indie / Global,,,,0
3006,29 Groove,Indie / Global,,,,0
3007,河南說唱之神,Indie / Global,,,,0
3008,Green Father比杰,Indie / Global,,,,0
3009,馬克SAVAGE.M,Indie / Global,,,,0
3010,廣東雨神,Solo / Group,,,,0
3011,孫輝,Solo / Group,,,,0
3012,曼怡,Solo / Group,,,,0
3013,陳建誠,Solo / Group,,,,0
3014,俞隆華,Solo / Group,,,,0
3015,郭大誠,Solo / Group,,,,0
3016,彭月春,Solo / Group,,,,0
3017,方婉真,Solo / Group,,,,0
3018,林小虎,Solo / Group,,,,0
3019,江銘,Solo / Group,,,,0
3020,高明信,Solo / Group,,,,0
3021,甘奇靈,Solo / Group,,,,0
3022,李天良,Solo / Group,,,,0
3023,吳秀珠,Solo / Group,,,,0
3024,曾信義,Solo / Group,,,,0
3025,李芊慧,Solo / Group,,,,0
3026,雷龍,Solo / Group,,,,0
3027,QS組合,Solo / Group,,,,0
3028,朱貝貝,Solo / Group,,,,0
3029,覃元隆,Solo / Group,,,,0
3030,林海峰,Solo / Group,,,,0
3031,燕子,Solo / Group,,,,0
3032,龍梅子,Solo / Group,,,,0
3033,巫啟賢+小康,Solo / Group,,,,0
3034,嚴藝丹,Indie / Global,,,,0
3035,嚴爵 & PEACE,Indie / Global,,,,0
3036,佛光山梵唄讚頌團,Indie / Global,,,,0
3037,嚴爵 & 五月天 阿信,Indie / Global,,,,0
3038,Kanho Yakushiji & Kissaquo,Indie / Global,,,,0
3039,釋見睹,Indie / Global,,,,0
3040,黃慧音 & 蔡豫,Indie / Global,,,,0
3041,"許智皓, 嚴啟榮, 鄭世成, 陶美惠, 蔡欣潔 & 林頌安",Indie / Global,,,,0
3042,SutraBar,Indie / Global,,,,0
3043,嚴爵 & 劉若英,Indie / Global,,,,0
3044,MP魔幻力量 & 嚴爵,Indie / Global,,,,0
3045,丁噹 & 嚴爵,Indie / Global,,,,0
3046,嚴爵 & 郭雪芙,Indie / Global,,,,0
3047,空行者 Void Walker,Indie / Global,,,,0
3048,成毅 & 嚴藝丹,Indie / Global,,,,0
3049,金志文,Indie / Global,,,,0
3050,金泰亨,Indie / Global,,,,0
3051,金泰亨 & 朴孝信,Indie / Global,,,,0
3052,Céline Dion,Indie / Global,,,,0
3053,金泰亨 & Jin,Indie / Global,,,,0
3054,金世正,Indie / Global,,,,0
3055,成龍 & 金喜善,Indie / Global,,,,0
3056,金莎 & 林俊傑,Indie / Global,,,,0
3057,Roy Kim & EZ Kim,Indie / Global,,,,0
3058,曲婉婷,Indie / Global,,,,0
3059,Roy Kim,Indie / Global,,,,0
3060,金亞中,Indie / Global,,,,0
3061,Céline Dion & Peabo Bryson,Indie / Global,,,,0
3062,周柏豪,Indie / Global,,,,0
3063,孫郎朗,Solo / Group,,,,0
3064,張靚穎+汪蘇瀧,Solo / Group,,,,0
3065,十七草+石璽彤+徐夢圓,Solo / Group,,,,0
3066,方順吉+蔡宜汝,Solo / Group,,,,0
3067,春麵樂隊,Solo / Group,,,,0
3068,派偉俊+陳華,Solo / Group,,,,0
3069,于珊珊,Solo / Group,,,,0
3070,一明,Solo / Group,,,,0
3071,吳素卿,Solo / Group,,,,0
3072,邱玉春+沈瑞堂,Solo / Group,,,,0
3073,旅行新蜜蜂,Solo / Group,,,,0
3074,麥瑋婷,Solo / Group,,,,0
3075,藍山,Solo / Group,,,,0
3076,玟伶,Solo / Group,,,,0
3077,黃千芳+徐木珍,Solo / Group,,,,0
3078,于姍姍,Solo / Group,,,,0
3079,川中美幸,Solo / Group,,,,0
3080,七郎+林玉英,Solo / Group,,,,0
3081,刺客樂團,Solo / Group,,,,0
3082,郭建一+陳思安,Solo / Group,,,,0
3083,郭蘭英,Solo / Group,,,,0
3084,許冠傑+張國榮,Solo / Group,,,,0
3085,李琦,Solo / Group,,,,0
3086,葉啟田+對唱,Solo / Group,,,,0
3087,七朵花+183Club,Solo / Group,,,,0
3088,林文隆,Solo / Group,,,,0
3089,GAI & 霧都L4WUDU,Indie / Global,,,,0
3090,DP龍豬,Indie / Global,,,,0
3091,Tsukiko Amano,Indie / Global,,,,0
3092,坂本龍一,Indie / Global,,,,0
3093,"呂佩玉, 高凡莊, 陳姿妤 & 吳爾笠",Indie / Global,,,,0
3094,"DP龍豬, 王雲宏 & 陷阱表哥",Indie / Global,,,,0
3095,欣暐,Indie / Global,,,,0
3096,龍千玉 & 蔡小虎,Indie / Global,,,,0
3097,唐儷 & 陳隨意,Indie / Global,,,,0
3098,Jhené Aiko,Indie / Global,,,,0
3099,"DP龍豬, Swei水 & Rays陳袁",Indie / Global,,,,0
3100,Heize,Indie / Global,,,,0
3101,龍俊亨,Indie / Global,,,,0
3102,麥浚龍 & 謝安琪,Indie / Global,,,,0
3103,"TY., 鄧典果DDG, 李爾新 & DP龍豬",Indie / Global,,,,0
3104,伍珈慧,Solo / Group,,,,0
3105,謝宜君+葉諾帆,Solo / Group,,,,0
3106,關正傑+關菊英,Solo / Group,,,,0
3107,龍哥,Solo / Group,,,,0
3108,李怡慧,Solo / Group,,,,0
3109,廖麗雅,Solo / Group,,,,0
3110,昇遑,Solo / Group,,,,0
3111,廖桂英,Solo / Group,,,,0
3112,胡泉雄+黃玉春,Solo / Group,,,,0
3113,紀寶如,Solo / Group,,,,0
3114,曲祐良,Solo / Group,,,,0
3115,高雅如,Solo / Group,,,,0
3116,李小飛,Solo / Group,,,,0
3117,溫瀚龍,Solo / Group,,,,0
3118,宋逸民,Solo / Group,,,,0
3119,李惠樺,Solo / Group,,,,0
3120,宋祖英,Solo / Group,,,,0
3121,高雅如+葉文吉,Solo / Group,,,,0
3122,宋逸民+韓瑜,Solo / Group,,,,0
3123,張明敏,Solo / Group,,,,0
3124,林素雲,Solo / Group,,,,0
3125,孫嘉敏,Solo / Group,,,,0
3126,朱漪汶,Solo / Group,,,,0
3127,阿冗,Indie / Global,,,,0
3128,魔力紅樂團,Indie / Global,,,,0
3129,五月天 阿信,Indie / Global,,,,0
3130,憐樂,Indie / Global,,,,0
3131,李明洋+翁立友,Solo / Group,,,,0
3132,一綾+怡君,Solo / Group,,,,0
3133,侯美儀,Solo / Group,,,,0
3134,李明洋+蔡承融,Solo / Group,,,,0
3135,Under Lover,Solo / Group,,,,0
3136,庭竹,Solo / Group,,,,0
3137,Gambler+潤少,Solo / Group,,,,0
3138,章孬玩,Solo / Group,,,,0
3139,韋禮安+八三夭劉逼,Solo / Group,,,,0
3140,阿貴,Solo / Group,,,,0
3141,又仁,Solo / Group,,,,0
3142,郭忠祐,Solo / Group,,,,0
3143,陳言寧,Solo / Group,,,,0
3144,高向鵬+鄧詠家,Solo / Group,,,,0
3145,HengJones+BARDI+Dern+HiJay+lil White,Solo / Group,,,,0
3146,鄧詠家,Solo / Group,,,,0
3147,布萊克薛薛,Solo / Group,,,,0
3148,七郎+鄧詠家,Solo / Group,,,,0
3149,賴慧如+陳麒安,Solo / Group,,,,0
3150,Sunny陳儀瑾+洪敬堯,Solo / Group,,,,0
3151,藍心羽,Solo / Group,,,,0
3152,黃春美,Solo / Group,,,,0
3153,嬛嬛+撞克茫客樂團,Solo / Group,,,,0
3154,王泓昊,Solo / Group,,,,0
3155,陳零九+郭雪芙,Solo / Group,,,,0
3156,王俊清,Solo / Group,,,,0
3157,羅添洲,Solo / Group,,,,0
3158,阿錡,Solo / Group,,,,0
3159,羅添州,Solo / Group,,,,0
3160,華昇,Solo / Group,,,,0
3161,周杰倫+洪榮宏,Solo / Group,,,,1
3162,梁瀚壬,Solo / Group,,,,0
3163,翰子,Solo / Group,,,,0
3164,朱瑋萱+林姿綺,Solo / Group,,,,0
3165,林怡涵,Solo / Group,,,,0
3166,湯子瑩,Solo / Group,,,,0
3167,朱瑋萱,Solo / Group,,,,0
3168,徐筱寧,Solo / Group,,,,0
3169,萬梓良,Solo / Group,,,,0
3170,林秀英,Solo / Group,,,,0
3171,阿帕隊,Solo / Group,,,,0
3172,張靚穎+希林娜依•高,Solo / Group,,,,0
3173,黃西田+李芊慧,Solo / Group,,,,0
3174,張燕清+蔡宜芩,Solo / Group,,,,0
3175,陳豪,Solo / Group,,,,0
3176,蔡鳳凰+楊鳴,Solo / Group,,,,0
3177,朱哲琴,Solo / Group,,,,0
3178,文鴻,Solo / Group,,,,0
3179,鍾年修,Solo / Group,,,,0
3180,陳雨霈,Solo / Group,,,,0
3181,鄭智化,Solo / Group,,,,0
3182,李炳輝,Solo / Group,,,,0
3183,小藍背心,Indie / Global,,,,0
3184,DJ小魚兒,Indie / Global,,,,0
3185,MIKA STUDIO,Indie / Global,,,,0
3186,MONGOL800,Indie / Global,,,,0
3187,冷漠+秋褲大叔,Solo / Group,,,,0
3188,民雄,Solo / Group,,,,0
3189,張魁,Solo / Group,,,,0
3190,張政雄+薛珮潔,Solo / Group,,,,0
3191,百慕三石,Solo / Group,,,,0
3192,池宇菲,Solo / Group,,,,0
3193,左小祖咒,Solo / Group,,,,0
3194,163braces,Solo / Group,,,,0
3195,阿杜+林俊傑,Solo / Group,,,,0
3196,蘇有朋,Solo / Group,,,,0
3197,思衛+鄭中基,Solo / Group,,,,0
3198,楊丞琳+焦邁奇+鄧見超,Solo / Group,,,,0
3199,大張偉+焦邁奇,Solo / Group,,,,0
3200,閻妍+阿力普,Solo / Group,,,,0
3201,蔣雪璇,Solo / Group,,,,0
3202,思衛 SWAY+鄭中基,Solo / Group,,,,0
3203,王思佳+蕭景鴻,Solo / Group,,,,0
3204,向夢園+徐木子,Solo / Group,,,,0
3205,權美妮,Solo / Group,,,,0
3206,高向鵬,Solo / Group,,,,0
3207,葛雨晴,Solo / Group,,,,0
3208,毛鵬懿 Mao,Solo / Group,,,,0
3209,Leshia樂夏,Solo / Group,,,,0
3210,李春波,Solo / Group,,,,0
3211,金銘,Solo / Group,,,,0
3212,梁藝騫,Solo / Group,,,,0
3213,歐得洋+蔡淳佳,Solo / Group,,,,0
3214,楊燕+青山,Solo / Group,,,,0
3215,服部浩子,Solo / Group,,,,0
3216,黃意翔,Solo / Group,,,,0
3217,龐龍+馬楠,Solo / Group,,,,0
3218,韓舟,Solo / Group,,,,0
3219,吳耀福,Solo / Group,,,,0
3220,孫佩林,Solo / Group,,,,0
3221,鄔兆邦,Solo / Group,,,,0
3222,李昭儀,Solo / Group,,,,0
3223,杜忻恬,Solo / Group,,,,0
3224,林俊傑+蔡卓妍,Solo / Group,,,,0
3225,麥小兜+朱賀,Solo / Group,,,,0
3226,橘子妹,Solo / Group,,,,0
3227,周予天,Solo / Group,,,,0
3228,李小貝,Solo / Group,,,,0
3229,王巨星,Solo / Group,,,,0
3230,浩子+蔡家蓁,Solo / Group,,,,0
3231,王敏淳,Solo / Group,,,,0
3232,動靜樂團,Solo / Group,,,,0
3233,蘇芯慧,Solo / Group,,,,0
3234,吳俊宏+廖婉君,Solo / Group,,,,0
3235,鄭魚,Solo / Group,,,,0
3236,王奕萌,Solo / Group,,,,0
3237,xxxmiracle,Solo / Group,,,,0
3238,林采欣,Solo / Group,,,,0
3239,同理,Solo / Group,,,,0
3240,甜約翰+魏如萱,Solo / Group,,,,0
3241,趙希予,Solo / Group,,,,0
3242,許書豪+韋禮安,Solo / Group,,,,0
3243,寂悸,Solo / Group,,,,0
3244,蔡義德+沈玉琳,Solo / Group,,,,0
3245,金志學,Solo / Group,,,,0
3246,王七七,Solo / Group,,,,0
3247,二薇,Solo / Group,,,,0
3248,樊凡,Solo / Group,,,,0
3249,安懂,Solo / Group,,,,0
3250,童可可,Solo / Group,,,,0
3251,洪麟+美黛,Solo / Group,,,,0
3252,憶如,Solo / Group,,,,0
3253,洪一峰,Solo / Group,,,,0
3254,潘氏兄妹,Solo / Group,,,,0
3255,陳玫綺,Solo / Group,,,,0
3256,南台灣小姑娘,Solo / Group,,,,0
3257,超口愛樂團,Solo / Group,,,,0
3258,張露,Solo / Group,,,,0
3259,林詩達,Solo / Group,,,,0
3260,干露露,Solo / Group,,,,0
3261,郭玲,Solo / Group,,,,0
3262,至上勵合,Solo / Group,,,,0
3263,木吉他合唱團,Solo / Group,,,,0
3264,紅脈組合,Solo / Group,,,,0
3265,關菊英,Solo / Group,,,,0
3266,梁心碩,Solo / Group,,,,0
3267,糜先生,Solo / Group,,,,0
3268,包美聖,Solo / Group,,,,0
3269,李愛綺+蕭閎仁,Solo / Group,,,,0
3270,GooGoo,Indie / Global,,,,0
3271,The Chainsmokers & Coldplay,Indie / Global,,,,0
3272,Dua Lipa,Indie / Global,,,,0
3273,DAOKO×米津玄師,Indie / Global,,,,0
3274,柴克艾弗 & Zendaya,Indie / Global,,,,0
3275,大泫,Indie / Global,,,,0
3276,IVE,Indie / Global,,,,0
3277,"Silk City, Dua Lipa",Indie / Global,,,,0
3278,Kep1er,Indie / Global,,,,0
3279,大籽,Indie / Global,,,,0
3280,Official鬍子男dism,Indie / Global,,,,0
3281,Hailee Steinfeld & Alesso,Indie / Global,,,,0
3282,Camila Cabello,Indie / Global,,,,0
3283,Kygo,Indie / Global,,,,0
3284,久石讓 & 井上あずみ,Indie / Global,,,,0
3285,草蜢,Solo / Group,,,,0
3286,小O,Solo / Group,,,,0
3287,吳美琳,Solo / Group,,,,0
3288,高炎+張晨光,Solo / Group,,,,0
3289,陳偉聯,Solo / Group,,,,0
3290,李子恆,Solo / Group,,,,0
3291,詹宇琦,Solo / Group,,,,0
3292,黃韻玲,Solo / Group,,,,0
3293,Supper Moment,Solo / Group,,,,0
3294,蓮歌子,Solo / Group,,,,0
3295,金池,Solo / Group,,,,0
3296,伊格賽聽+蘇星婕,Solo / Group,,,,0
3297,CreamD+俞天時,Solo / Group,,,,0
3298,馬賽克樂隊,Solo / Group,,,,0
3299,黃鶴,Solo / Group,,,,0
3300,邢晗銘+郭沁,Solo / Group,,,,0
3301,楊和蘇,Solo / Group,,,,0
3302,火風,Solo / Group,,,,0
3303,草東沒有派對,Solo / Group,,,,0
3304,呂士軒+Trout Fresh+黃宣,Solo / Group,,,,0
3305,林瑪黛,Solo / Group,,,,0
3306,化學猴子,Solo / Group,,,,0
3307,阿達+玖壹壹 春風+楊銘威,Solo / Group,,,,0
3308,傑克,Solo / Group,,,,0
3309,徐承邦,Solo / Group,,,,0
3310,金貴晟+艾怡良,Solo / Group,,,,0
3311,吳瑭+覆予,Solo / Group,,,,0
3312,楊哲+談詩玲,Solo / Group,,,,0
3313,李子森,Solo / Group,,,,0
3314,DAPUN大胖,Solo / Group,,,,0
3315,攬佬SKAI ISYOURGOD+AR,Solo / Group,,,,0
3316,放射空間,Solo / Group,,,,0
3317,胡雯,Solo / Group,,,,0
3318,丘丘合唱團,Solo / Group,,,,0
3319,李慧敏,Solo / Group,,,,0
3320,方鈴+許金萊,Solo / Group,,,,0
3321,林清國,Solo / Group,,,,0
3322,莊明樹+莊明惠,Solo / Group,,,,0
3323,帥霖+大哲,Solo / Group,,,,0
3324,Y.I.Y.O,Solo / Group,,,,0
3325,心年,Solo / Group,,,,0
3326,賴美玲,Solo / Group,,,,0
3327,王鳳珠,Solo / Group,,,,0
3328,鍾明育,Solo / Group,,,,0
3329,李亞明,Solo / Group,,,,0
3330,張一喬,Solo / Group,,,,0
3331,Bridge,Solo / Group,,,,0
3332,藍聖文,Solo / Group,,,,0
3333,冠二郎,Solo / Group,,,,0
3334,于立成+曾治豪,Solo / Group,,,,0
3335,呂士軒+黃宣,Solo / Group,,,,0
3336,洛天依,Solo / Group,,,,0
3337,于潼,Solo / Group,,,,0
3338,馮可涵-Kira,Solo / Group,,,,0
3339,范茹,Solo / Group,,,,0
3340,吳青峰+MaîtriseSaint-Marc-LesChoristes,Solo / Group,,,,1
3341,ㄚ蛋蛋,Solo / Group,,,,0
3342,都はるみ,Solo / Group,,,,0
3343,田端義夫,Solo / Group,,,,0
3344,1個球,Solo / Group,,,,0
3345,于洋,Solo / Group,,,,0
3346,阮妍霏,Solo / Group,,,,0
3347,袁小迪+郭和平,Solo / Group,,,,0
3348,琳誼+怕胖團,Solo / Group,,,,0
3349,羅莎莎,Solo / Group,,,,0
3350,李權哲,Solo / Group,,,,0
3351,陳芳語+茄子蛋阿斌,Solo / Group,,,,1
3352,萬豹,Solo / Group,,,,0
3353,燕棲,Solo / Group,,,,0
3354,王心淩,Solo / Group,,,,0
3355,是二智呀,Solo / Group,,,,0
3356,高向鵬+傅振輝,Solo / Group,,,,0
3357,翔允Danny,Solo / Group,,,,0
3358,阿廈,Solo / Group,,,,0
3359,楊臣剛,Solo / Group,,,,0
3360,王啟文,Solo / Group,,,,0
3361,陳寶蓮,Solo / Group,,,,0
3362,黃名偉,Solo / Group,,,,0
3363,劉愷威,Solo / Group,,,,0
3364,趙曉潭,Solo / Group,,,,0
3365,丁于+對唱,Solo / Group,,,,0
3366,顏志文,Solo / Group,,,,0
3367,頑GAME+口一口,Solo / Group,,,,0
3368,傅佩嘉,Solo / Group,,,,0
3369,呂士軒+Trout Fresh+Yellow黃宣,Solo / Group,,,,0
3370,傅振輝+高向鵬,Solo / Group,,,,0
3371,棒棒糖,Solo / Group,,,,0
3372,王以太 & 艾熱AIR,Indie / Global,,,,0
3373,童丽 Tong Li,Indie / Global,,,,0
3374,Whyte,Indie / Global,,,,0
3375,貴族音樂寶寶,Indie / Global,,,,0
3376,來一碗老于,Indie / Global,,,,0
3377,法老,Indie / Global,,,,0
3378,陳建年,Indie / Global,,,,0
3379,MC 張天賦,Indie / Global,,,,0
3380,Elvis Aron Presley,Indie / Global,,,,0
3381,Skeeter Davis,Indie / Global,,,,0
3382,老狼,Indie / Global,,,,0
3383,黃明志+王光芳,Solo / Group,,,,0
3384,陳秀美,Solo / Group,,,,0
3385,陳凱欣,Solo / Group,,,,0
3386,郁峯,Solo / Group,,,,0
3387,迪克牛仔+弦子,Solo / Group,,,,0
3388,七字輩,Solo / Group,,,,0
3389,Zip,Solo / Group,,,,0
3390,謝銘祐,Solo / Group,,,,0
3391,田一龍,Solo / Group,,,,0
3392,朱德寶,Solo / Group,,,,0
3393,黃明志 NAMEWEE+王光芳,Solo / Group,,,,0
3394,陳政文,Solo / Group,,,,0
3395,吳俊宏+黃思婷,Solo / Group,,,,0
3396,閩南狼PYC,Solo / Group,,,,0
3397,王不醒,Solo / Group,,,,0
3398,施文彬+平民百姓,Solo / Group,,,,0
3399,江楓,Solo / Group,,,,0
3400,曲肖冰+半陽,Solo / Group,,,,0
3401,劉家良+史宗倫+楊博文+鐘欣+崔三金,Solo / Group,,,,0
3402,海倫,Solo / Group,,,,0
3403,翁立友+董育君,Solo / Group,,,,0
3404,趙照,Solo / Group,,,,0
3405,李杰明,Solo / Group,,,,0
3406,童立安,Solo / Group,,,,0
3407,老鬼團,Solo / Group,,,,0
3408,黃明志+蒼井空,Solo / Group,,,,0
3409,蔡亞玲,Solo / Group,,,,0
3410,米淇林,Solo / Group,,,,0
3411,七郎+張麗君,Solo / Group,,,,0
3412,竹間也,Solo / Group,,,,0
3413,范美敏,Solo / Group,,,,0
3414,范美敏+宋永謙,Solo / Group,,,,0
3415,三仁田,Solo / Group,,,,0
3416,柯婉樺,Solo / Group,,,,0
3417,安琪,Solo / Group,,,,0
3418,葉諾帆+秀蘭瑪雅,Solo / Group,,,,0
3419,吳俅,Solo / Group,,,,0
3420,兒童合唱團,Solo / Group,,,,0
3421,李茂山,Solo / Group,,,,0
3422,石喬+美君,Solo / Group,,,,0
3423,石喬+殷麗雲,Solo / Group,,,,0
3424,黃西田+方瑞娥,Solo / Group,,,,0
3425,七郎+蘇芯慧,Solo / Group,,,,0
3426,砰砰樂團,Solo / Group,,,,0
3427,虞澄慶,Solo / Group,,,,0
3428,J.Sheon+瘦子E.SO,Solo / Group,,,,0
3429,黃明志+蒼井空 Aoi Sola,Solo / Group,,,,0
3430,大魚,Solo / Group,,,,0
3431,南風,Solo / Group,,,,0
3432,李佳歡 Kaia Lee,Solo / Group,,,,0
3433,李曉杰,Solo / Group,,,,0
3434,李昂,Solo / Group,,,,0
3435,楊臣剛+香香,Solo / Group,,,,0
3436,謝銘佑,Solo / Group,,,,0
3437,張嘯,Solo / Group,,,,0
3438,歐陽菲菲,Solo / Group,,,,0
3439,薛凱琪+楊子姍+陳意涵,Solo / Group,,,,0
3440,伍佰+大鵬+李治廷,Solo / Group,,,,1
3441,Nicholas 張棟樑,Indie / Global,,,,0
3442,Ado,Indie / Global,,,,0
3443,叫吠音樂聯盟,Solo / Group,,,,0
3444,飛輪海+S.H.E,Solo / Group,,,,0
3445,佳虹+小璇,Solo / Group,,,,0
3446,黃新皓,Solo / Group,,,,0
3447,方皓玟,Solo / Group,,,,0
3448,江玲,Solo / Group,,,,0
3449,林俊吉+李依婷,Solo / Group,,,,0
3450,孔晨羽,Solo / Group,,,,0
3451,VAVA+Ty.+王倩倩,Solo / Group,,,,0
3452,鍾可欣,Solo / Group,,,,0
3453,棠星琪,Solo / Group,,,,0
3454,張震嶽+吳克群+潘瑋柏+ICE,Solo / Group,,,,0
3455,衝擊力樂隊,Solo / Group,,,,0
3456,冷漠+晨熙,Solo / Group,,,,0
3457,方順吉+陳雪萍,Solo / Group,,,,0
3458,吳蕙君,Solo / Group,,,,0
3459,李澤堅,Solo / Group,,,,0
3460,Li敖,Solo / Group,,,,0
3461,辛莉恩+劉珂,Solo / Group,,,,0
3462,李斯丹妮+張雨綺+黃齡,Solo / Group,,,,0
3463,何以奇,Solo / Group,,,,0
3464,灰田勝彦,Solo / Group,,,,0
3465,蔡宇鍹,Solo / Group,,,,0
3466,陳淑芳,Solo / Group,,,,0
3467,張珍瑜,Solo / Group,,,,0
3468,張漢朝,Solo / Group,,,,0
3469,顧莉雅,Solo / Group,,,,0
3470,錢幽蘭,Solo / Group,,,,0
3471,陳盈潔+對唱,Solo / Group,,,,0
3472,李宗盛+潘越雲,Solo / Group,,,,0
3473,雷智皓,Solo / Group,,,,0
3474,VAVA+合唱,Solo / Group,,,,0
3475,廖婉君+吳俊宏,Solo / Group,,,,0
3476,路秀蘭,Solo / Group,,,,0
3477,夏宇童,Solo / Group,,,,0
3478,黃三元+文鶯,Solo / Group,,,,0
3479,林在福,Solo / Group,,,,0
3480,劉桂雯,Solo / Group,,,,0
3481,平原綾香,Solo / Group,,,,0
3482,霧島昇+二葉あき子,Solo / Group,,,,0
3483,張瀛仁,Solo / Group,,,,0
3484,憂歡派對+小虎隊,Solo / Group,,,,0
3485,葉歡,Solo / Group,,,,0
3486,大木英子+津山洋子,Solo / Group,,,,0
3487,孫子涵,Indie / Global,,,,0
3488,徐暐翔,Indie / Global,,,,0
3489,李佳歡,Indie / Global,,,,0
3490,wannasleep,Indie / Global,,,,0
3491,大黒摩季,Indie / Global,,,,0
3492,黑旋風,Indie / Global,,,,0
3493,Tizzy T,Indie / Global,,,,0
3494,PPlin 林芃逸,Indie / Global,,,,0
3495,脆樂團,Indie / Global,,,,0
3496,赤楊,Indie / Global,,,,0
3497,白歆惠,Solo / Group,,,,0
3498,朱孝天,Solo / Group,,,,0
3499,陳如山,Solo / Group,,,,0
3500,張與辰,Solo / Group,,,,0
3501,蔡欣儀,Solo / Group,,,,0
3502,Li-2c,Solo / Group,,,,0
3503,超音界,Solo / Group,,,,0
3504,施文彬+黑面,Solo / Group,,,,0
3505,紅花樂團,Solo / Group,,,,0
3506,陳有娜+朱德寶,Solo / Group,,,,0
3507,施文彬+武雄,Solo / Group,,,,0
3508,痞客四,Solo / Group,,,,0
3509,二胖u,Solo / Group,,,,0
3510,莫文蔚+竇靖童,Solo / Group,,,,0
3511,彭忠豪,Solo / Group,,,,0
3512,安苡葳,Solo / Group,,,,0
3513,魏嘉榆,Solo / Group,,,,0
3514,Froggy+Aioz,Solo / Group,,,,0
3515,忘年計畫,Solo / Group,,,,0
3516,陳零九+邱鋒澤,Solo / Group,,,,0
3517,玖壹壹+黃立成,Solo / Group,,,,0
3518,王愛華,Solo / Group,,,,0
3519,陶喆+A-Lin,Solo / Group,,,,0
3520,聲林之王群星,Solo / Group,,,,0
3521,威仔,Solo / Group,,,,0
3522,王淋,Solo / Group,,,,0
3523,ME2,Solo / Group,,,,0
3524,陳雅文,Solo / Group,,,,0
3525,神野美伽,Solo / Group,,,,0
3526,張碧晨+毛不易,Solo / Group,,,,1
3527,林合和,Solo / Group,,,,0
3528,林順珠,Solo / Group,,,,0
3529,田震,Solo / Group,,,,0
3530,余天+陳盈潔,Solo / Group,,,,0
3531,白薇薇+五花瓣合唱團,Solo / Group,,,,0
3532,施文彬+黑面(林郁順),Solo / Group,,,,0
3533,林姿君,Solo / Group,,,,0
3534,方逸華,Solo / Group,,,,0
3535,林俊傑+五月天,Solo / Group,,,,0
3536,K佬,Solo / Group,,,,0
3537,大美,Solo / Group,,,,0
3538,棒棒堂+黑澀會美眉,Solo / Group,,,,0
3539,林俊傑+五月天阿信,Solo / Group,,,,1
3540,湯蘭花,Solo / Group,,,,0
3541,麗娜,Solo / Group,,,,0
3542,周筆暢,Solo / Group,,,,0
3543,棒棒糖+黑澀會美眉,Solo / Group,,,,0
3544,林俊傑+阿信,Solo / Group,,,,1
3545,罗言R,Indie / Global,,,,0
3546,Little Glee Monster,Indie / Global,,,,0
3547,唐貓,Indie / Global,,,,0
3548,羽伶,Indie / Global,,,,0
3549,韓紅 & 林俊傑,Indie / Global,,,,0
3550,魔力紅樂團 & Megan Thee Stallion,Indie / Global,,,,0
3551,Linked Horizon,Indie / Global,,,,0
3552,Akano,Indie / Global,,,,0
3553,Ed Sheeran,Indie / Global,,,,0
3554,陳奕珊,Solo / Group,,,,0
3555,蒲庭龍+蘇宥蓉,Solo / Group,,,,0
3556,孟庭葦,Solo / Group,,,,0
3557,沈文程+詹雅雯,Solo / Group,,,,0
3558,李盈萱,Solo / Group,,,,0
3559,羅文聰+林良歡,Solo / Group,,,,0
3560,ちあきなおみ,Solo / Group,,,,0
3561,余天龍+青迎,Solo / Group,,,,0
3562,王梓钰,Solo / Group,,,,0
3563,江映蓉+李藝彤,Solo / Group,,,,0
3564,杜德偉+朱嘉琦+范世琦+曾比特,Solo / Group,,,,0
3565,陳瑞+冷漠,Solo / Group,,,,0
3566,李克勤+周筆暢,Solo / Group,,,,0
3567,吳俊宏+唐儷,Solo / Group,,,,0
3568,等什麼君,Solo / Group,,,,0
3569,呂明銀,Solo / Group,,,,0
3570,謝采吟,Solo / Group,,,,0
3571,劉家芳,Solo / Group,,,,0
3572,金天,Solo / Group,,,,0
3573,鑫鑫,Solo / Group,,,,0
3574,楊紫惠,Solo / Group,,,,0
3575,元冠+曾思瑜,Solo / Group,,,,0
3576,王峰,Solo / Group,,,,0
3577,羅時豐+張秀卿,Solo / Group,,,,0
3578,張國政,Solo / Group,,,,0
3579,江志美,Solo / Group,,,,0
3580,高寒,Solo / Group,,,,0
3581,卓靜芬,Solo / Group,,,,0
3582,林妤蓁,Solo / Group,,,,0
3583,吳漢書,Solo / Group,,,,0
3584,藤あや子,Solo / Group,,,,0
3585,翁虹,Solo / Group,,,,0
3586,洪瑋,Solo / Group,,,,0
3587,孟庭葦+李翊君,Solo / Group,,,,0
3588,游琦光,Solo / Group,,,,0
3589,催萍,Solo / Group,,,,0
3590,王識賢+陳亮吟,Solo / Group,,,,0
3591,尹昔眠,Solo / Group,,,,0
3592,雪十郎,Solo / Group,,,,0
3593,魚閃閃BLING,Solo / Group,,,,0
3594,江志豐+嬛嬛,Solo / Group,,,,0
3595,XJAPAN,Solo / Group,,,,0
3596,趙方婧,Solo / Group,,,,0
3597,許籃心,Solo / Group,,,,0
3598,龍軍,Solo / Group,,,,0
3599,姚大,Solo / Group,,,,0
