編號,歌手/團體名稱,類別標籤,別名/譯名,相關團體,合唱組合,歌庫已收錄曲數
5625,T-rex,Solo / Group,,,,0
5626,西野カナ,Solo / Group,,,,0
5627,Owl City+Carly Rae Jepsen,Solo / Group,,,,0
5628,自由發揮+鄭多燕,Solo / Group,,,,1
5629,嚴浩翔,Indie / Global,,,,0
5630,Harry Styles,Indie / Global,,,,0
5631,Daniel Caesar,Indie / Global,,,,0
5632,TOOL,Indie / Global,,,,0
5633,shunji iwai,Indie / Global,,,,0
5634,梨凍緊 & Wiz_H張子豪,Indie / Global,,,,0
5635,orangentle,Indie / Global,,,,0
5636,Popo J,Indie / Global,,,,0
5637,H.E.R.,Indie / Global,,,,0
5638,GAM,Indie / Global,,,,0
5639,凡清,Solo / Group,,,,0
5640,新風暴+王霏霏,Solo / Group,,,,0
5641,丁噹+MP魔幻力量+鼓鼓,Solo / Group,,,,0
5642,傑利Jelly,Solo / Group,,,,0
5643,許芛珩,Solo / Group,,,,0
5644,葉凡,Solo / Group,,,,0
5645,嫚嬣,Solo / Group,,,,0
5646,WONDERGIRLS,Solo / Group,,,,0
5647,Michael Buble,Solo / Group,,,,0
5648,九月露營人,Solo / Group,,,,0
5649,Trisha Yearwood,Solo / Group,,,,0
5650,Billy Ray Cyrus,Solo / Group,,,,0
5651,England Dan+John Ford Coley,Solo / Group,,,,0
5652,國蛋GorDoN,Solo / Group,,,,0
5653,蔡詩芸+瘦子E.SO,Solo / Group,,,,0
5654,國蛋GorDoN+蛋堡,Solo / Group,,,,0
5655,郭修彧,Solo / Group,,,,0
5656,嘻哈高校,Solo / Group,,,,0
5657,HIT-5,Solo / Group,,,,0
5658,Enrique iglesias,Solo / Group,,,,0
5659,James blunt,Solo / Group,,,,0
5660,Goo goo dolls,Solo / Group,,,,0
5661,Mousse t ++Hot'n'juicy,Solo / Group,,,,0
5662,Dido,Solo / Group,,,,0
5663,Rahman+the pussycat dolls,Solo / Group,,,,0
5664,EXO_M,Solo / Group,,,,0
5665,Kt tunstall,Solo / Group,,,,0
5666,R++b+Gibb,Solo / Group,,,,0
5667,Michael franti+spearhead,Solo / Group,,,,0
5668,Sonny+cher,Solo / Group,,,,0
5669,鍾偉強+畢夏,Solo / Group,,,,0
5670,The black eyed peas,Solo / Group,,,,0
5671,TAEYEON,Indie / Global,,,,0
5672,BUMP OF CHICKEN,Indie / Global,,,,0
5673,TWICE,Indie / Global,,,,0
5674,OneRepublic,Indie / Global,,,,0
5675,Wiz Khalifa,Indie / Global,,,,0
5676,Dua Lipa & BLACKPINK,Indie / Global,,,,0
5677,LAUV,Indie / Global,,,,0
5678,6cyclemind,Indie / Global,,,,0
5679,The Walters,Indie / Global,,,,0
5680,郭雪芙,Solo / Group,,,,0
5681,OK繃,Solo / Group,,,,0
5682,蔡依淋,Solo / Group,,,,0
5683,John Lennon,Solo / Group,,,,0
5684,Aaron Hall,Solo / Group,,,,0
5685,陳柏宇,Solo / Group,,,,0
5686,America,Solo / Group,,,,0
5687,Chris De Brugh,Solo / Group,,,,0
5688,Bread,Solo / Group,,,,0
5689,Macy gray,Solo / Group,,,,0
5690,CALLSTAR,Solo / Group,,,,0
5691,May's,Solo / Group,,,,0
5692,Faith hill,Solo / Group,,,,0
5693,The saturdays,Solo / Group,,,,0
5694,Chris brown+juelz santana,Solo / Group,,,,0
5695,林憶蓮+齊豫,Solo / Group,,,,0
5696,The beatles,Solo / Group,,,,0
5697,Maxwell,Solo / Group,,,,0
5698,陶轔竹,Solo / Group,,,,0
5699,葳蕤,Solo / Group,,,,0
5700,Vanessa williams+brian mcknight,Solo / Group,,,,0
5701,Jason derulo,Solo / Group,,,,0
5702,Patrigio buanne,Solo / Group,,,,0
5703,J.Tajor,Indie / Global,,,,0
5704,LEON,Indie / Global,,,,0
5705,n@di,Indie / Global,,,,0
5706,STAYC,Indie / Global,,,,0
5707,HowL & J,Indie / Global,,,,0
5708,j-hope,Indie / Global,,,,0
5709,j-hope & Miguel,Indie / Global,,,,0
5710,Ty Dolla $ign,Indie / Global,,,,0
5711,彭靖惠,Solo / Group,,,,0
5712,JOHNNIE RAY,Solo / Group,,,,0
5713,寧靜,Solo / Group,,,,0
5714,張睿倫,Solo / Group,,,,0
5715,范曉萱+IPIS蟑螂,Solo / Group,,,,0
5716,張哲瀚,Solo / Group,,,,0
5717,Peter Paul+Mary,Solo / Group,,,,0
5718,Randy Van Warmer,Solo / Group,,,,0
5719,THE CARPENTERS,Solo / Group,,,,0
5720,高橋みなみ,Solo / Group,,,,0
5721,Outkast,Solo / Group,,,,0
5722,絢香,Solo / Group,,,,0
5723,Wall of sound big arrangement,Solo / Group,,,,0
5724,Akon+the lonely island,Solo / Group,,,,0
5725,Jennifer lopez+pitbull,Solo / Group,,,,0
5726,Barry Gibb,Solo / Group,,,,0
5727,THE BEE GEES,Solo / Group,,,,0
5728,Ske48+team s,Solo / Group,,,,0
5729,Maroon 5+christina aguilera,Solo / Group,,,,0
5730,Will smith,Solo / Group,,,,0
5731,Josh turner,Solo / Group,,,,0
5732,藍迪范沃瑪,Solo / Group,,,,0
5733,歐漢聲,Solo / Group,,,,0
5734,Cigarettes After Sex,Indie / Global,,,,0
5735,Mac DeMarco,Indie / Global,,,,0
5736,GRAY,Indie / Global,,,,0
5737,蔡樂,Indie / Global,,,,0
5738,Jessi,Indie / Global,,,,0
5739,尹美萊 & BIBI,Indie / Global,,,,0
5740,sokodomo,Indie / Global,,,,0
5741,Leellamarz & TOIL,Indie / Global,,,,0
5742,Loco & Punch,Indie / Global,,,,0
5743,K-391,Indie / Global,,,,0
5744,Dynamicduo & DJ Premier,Indie / Global,,,,0
5745,Leellamarz,Indie / Global,,,,0
5746,Basick,Indie / Global,,,,0
5747,Primary,Indie / Global,,,,0
5748,Clean Bandit & 媚布兒,Indie / Global,,,,0
5749,Sik-K,Indie / Global,,,,0
5750,nowimyoung & Royal 44,Indie / Global,,,,0
5751,吳映潔GEmma,Solo / Group,,,,0
5752,嚴詠能,Solo / Group,,,,0
5753,麥小兜+單色凌,Solo / Group,,,,0
5754,李祐誠,Solo / Group,,,,0
5755,Hengjones大亨,Solo / Group,,,,0
5756,ØZI+KENZY小春,Solo / Group,,,,0
5757,自由派對,Solo / Group,,,,0
5758,廖秋濟,Solo / Group,,,,0
5759,豬哥亮+蔡佳瑩,Solo / Group,,,,0
5760,張傳,Solo / Group,,,,0
5761,薛金顯+楊彩藝,Solo / Group,,,,0
5762,余俊+甜甜,Solo / Group,,,,0
5763,曹格+梁靜茹,Solo / Group,,,,0
5764,The Eagles,Solo / Group,,,,0
5765,Roberta Flack,Solo / Group,,,,0
5766,陶莉萍,Solo / Group,,,,0
5767,Aretha Franklin+George Michael,Solo / Group,,,,0
5768,Les Paul+Mary Ford,Solo / Group,,,,0
5769,Foreigner,Solo / Group,,,,0
5770,Simply Red,Solo / Group,,,,0
5771,Steam,Solo / Group,,,,0
5772,蔡嘉賡+曾心梅,Solo / Group,,,,0
5773,周杰倫+浪花兄弟,Solo / Group,,,,0
5774,蔡義德+張秀卿,Solo / Group,,,,0
5775,羅大佑羅大佑+OK男女合唱團,Solo / Group,,,,0
5776,國蛋GorDoN+KARENCICI,Solo / Group,,,,0
5777,柯棨棋,Solo / Group,,,,0
5778,曹楊+吳映潔GEmmaWu,Solo / Group,,,,0
5779,王茉聿,Solo / Group,,,,0
5780,方千玉+蔡多多,Solo / Group,,,,0
5781,鼓鼓 呂思緯+蕭秉治,Solo / Group,,,,0
5782,浪花兄弟+周杰倫,Solo / Group,,,,0
5783,OZI+KENZY小春,Solo / Group,,,,0
5784,Ss501,Solo / Group,,,,0
5785,Sugarland,Solo / Group,,,,0
5786,Holly valance,Solo / Group,,,,0
5787,Example,Solo / Group,,,,0
5788,Melanie fiona,Solo / Group,,,,0
5789,Keith urban,Solo / Group,,,,0
5790,Katie armiger,Solo / Group,,,,0
5791,Joe,Solo / Group,,,,0
5792,Five,Solo / Group,,,,0
5793,Dawn,Solo / Group,,,,0
5794,The chieftains+the corrs,Solo / Group,,,,0
5795,熊汝霖,Solo / Group,,,,0
5796,李唯楓,Solo / Group,,,,0
5797,Culture club,Solo / Group,,,,0
5798,Spencer davis group,Solo / Group,,,,0
5799,Clark petula,Solo / Group,,,,0
5800,Lady antebellum,Solo / Group,,,,0
5801,BEACH BOY'S,Solo / Group,,,,0
5802,杜麗莎,Solo / Group,,,,0
5803,陳科妤,Solo / Group,,,,0
5804,NiklasGustason,Solo / Group,,,,0
5805,NO DOUBT,Solo / Group,,,,0
5806,RUN D.M.C,Solo / Group,,,,0
5807,The Volunteers,Indie / Global,,,,0
5808,Pharrell Williams,Indie / Global,,,,0
5809,L(桃籽),Indie / Global,,,,0
5810,CHOIJUNSEONG (Jun S),Indie / Global,,,,0
5811,L(桃籽) & 周林楓,Indie / Global,,,,0
5812,ARIETE,Indie / Global,,,,0
5813,Coolio,Indie / Global,,,,0
5814,卡蒂雅・布尼亞季什維利,Indie / Global,,,,0
5815,Laurent Perez Del Mar,Indie / Global,,,,0
5816,擊沉女孩Destroyers,Solo / Group,,,,0
5817,胡彥斌+謝可寅+朱星杰,Solo / Group,,,,0
5818,NEXT,Solo / Group,,,,0
5819,X-Sister+鄭希怡,Solo / Group,,,,0
5820,也可,Solo / Group,,,,0
5821,Wings+Paul McCartney,Solo / Group,,,,0
5822,Fleetwood Mac,Solo / Group,,,,0
5823,Mcfly,Solo / Group,,,,0
5824,林育羣,Solo / Group,,,,0
5825,艾菲,Solo / Group,,,,0
5826,王乃恩,Solo / Group,,,,0
5827,茜拉,Solo / Group,,,,0
5828,Kaoma,Solo / Group,,,,0
5829,Los lobos,Solo / Group,,,,0
5830,Lmfao,Solo / Group,,,,0
5831,脫拉庫+盧巧音,Solo / Group,,,,0
5832,GuccI mane,Solo / Group,,,,0
5833,Jamiroquai,Solo / Group,,,,0
5834,PRINCESS PRINCESS,Indie / Global,,,,0
5835,德永英明,Indie / Global,,,,0
5836,魚韻,Indie / Global,,,,0
5837,Anıl Emre Daldal,Indie / Global,,,,0
5838,WANIMA,Indie / Global,,,,0
5839,Takeshi Tsuruno,Indie / Global,,,,0
5840,酸色黑櫻桃,Indie / Global,,,,0
5841,李玟+曾比特,Solo / Group,,,,0
5842,那吾克熱,Solo / Group,,,,0
5843,連晨翔,Solo / Group,,,,0
5844,潘瑋柏+袁婭維,Solo / Group,,,,0
5845,林采緹+婁峻碩,Solo / Group,,,,0
5846,婁峻碩 SHOU+焦凡凡 FANFAN,Solo / Group,,,,0
5847,郭震+蘇勛倫+楊朝陽,Solo / Group,,,,0
5848,Los+del+Rio,Solo / Group,,,,0
5849,九九+高爾宣OSN,Solo / Group,,,,0
5850,潘瑋柏+戴愛玲,Solo / Group,,,,0
5851,潘瑋柏+蔡娟娟,Solo / Group,,,,0
5852,岡本真夜,Solo / Group,,,,0
5853,Olivia,Solo / Group,,,,0
5854,Engelbert Humperdinck,Solo / Group,,,,0
5855,Sue Thompson+Lennon Sister,Solo / Group,,,,0
5856,Jinbo,Solo / Group,,,,0
5857,蠟筆小心,Solo / Group,,,,0
5858,肖冰鑫,Solo / Group,,,,0
5859,Lil Milk,Solo / Group,,,,0
5860,Rihanna,Solo / Group,,,,0
5861,愛內里菜,Solo / Group,,,,0
5862,The sound of arrows,Solo / Group,,,,0
5863,張目,Solo / Group,,,,0
5864,Duffy,Solo / Group,,,,0
5865,Barbra Streisand,Solo / Group,,,,0
5866,Lolly,Solo / Group,,,,0
5867,Kara,Solo / Group,,,,0
5868,LADYZ,Solo / Group,,,,0
5869,MIXION,Solo / Group,,,,0
5870,吳南穎,Solo / Group,,,,0
5871,Lady Gaga & Ariana Grande,Indie / Global,,,,0
5872,Sabrina Carpenter,Indie / Global,,,,0
5873,Eagles,Indie / Global,,,,0
5874,Khalid,Indie / Global,,,,0
5875,TWS,Indie / Global,,,,0
5876,twenty one pilots,Indie / Global,,,,0
5877,Fall Out Boy,Indie / Global,,,,0
5878,"Calvin Harris, Rag’n’Bone Man",Indie / Global,,,,0
5879,Bon Jovi,Indie / Global,,,,0
5880,Ariana Grande,Indie / Global,,,,0
5881,SISTAR,Indie / Global,,,,0
5882,izna,Indie / Global,,,,0
5883,Guns N' Roses,Indie / Global,,,,0
5884,サザンオ—ルスタ—ズ,Solo / Group,,,,0
5885,徐聖恩,Solo / Group,,,,0
5886,吳克群+王心凌,Solo / Group,,,,0
5887,Anne Murray,Solo / Group,,,,0
5888,10cc,Solo / Group,,,,0
5889,Michael Bolton,Solo / Group,,,,0
5890,初音ミク,Solo / Group,,,,0
5891,Marc anthony,Solo / Group,,,,0
5892,Tinchy stryder+n-dubz,Solo / Group,,,,0
5893,高慧君,Solo / Group,,,,0
5894,2 unlimited,Solo / Group,,,,0
5895,Lily allen,Solo / Group,,,,0
5896,Leann rimes,Solo / Group,,,,0
5897,Diddy+keyshia cole,Solo / Group,,,,0
5898,Eminem,Solo / Group,,,,0
5899,臺灣爽,Solo / Group,,,,0
5900,林憶蓮+張國榮,Solo / Group,,,,0
5901,反町隆史,Solo / Group,,,,0
5902,CODE KUNST,Indie / Global,,,,0
5903,David Guetta & Sia,Indie / Global,,,,0
5904,Ravyn Lenae,Indie / Global,,,,0
5905,MEDUZA & Goodboys,Indie / Global,,,,0
5906,G-DRAGON & T.O.P,Indie / Global,,,,0
5907,Kylie Minogue,Indie / Global,,,,0
5908,I.O.I,Indie / Global,,,,0
5909,漢斯・季默,Indie / Global,,,,0
5910,Benson Boone,Indie / Global,,,,0
5911,ピンクレディ—,Solo / Group,,,,0
5912,Usher+william,Solo / Group,,,,0
5913,林俊傑+mike chang,Solo / Group,,,,0
5914,符致逸,Solo / Group,,,,0
5915,Masiwei & 艾志恆Asen,Indie / Global,,,,0
5916,Ellie Goulding,Indie / Global,,,,0
5917,P!nk,Indie / Global,,,,0
5918,ROSÉ & Bruno Mars,Indie / Global,,,,0
5919,Mark Ronson,Indie / Global,,,,0
5920,"Calvin Harris, Dua Lipa",Indie / Global,,,,0
5921,Keith Urban & P!nk,Indie / Global,,,,0
5922,T.O.P,Indie / Global,,,,0
5923,MARINA,Indie / Global,,,,0
5924,Marvin Gaye & Tammi Terrell,Indie / Global,,,,0
5925,NewJeans,Indie / Global,,,,0
5926,BABYMONSTER,Indie / Global,,,,0
5927,倫敦愛樂管弦樂團 & 大衛 · 帕利,Indie / Global,,,,0
5928,蔡健雅+Carla Bruni,Solo / Group,,,,0
5929,鄭宜農+盧凱彤,Solo / Group,,,,0
5930,王中平+一綾,Solo / Group,,,,0
5931,Starr Chen 陳星翰+J.Sheno,Solo / Group,,,,0
5932,ピコ太郎,Solo / Group,,,,0
5933,鄭秀妍,Solo / Group,,,,0
5934,ØZI+蛋堡,Solo / Group,,,,0
5935,教練 COACH,Solo / Group,,,,0
5936,楊嘉圓,Solo / Group,,,,0
5937,王中平+向蕙玲,Solo / Group,,,,0
5938,AbbyRose,Solo / Group,,,,0
5939,E-Turn,Solo / Group,,,,0
5940,YOUNG SOULJAZ E-TUR,Solo / Group,,,,0
5941,Laura Branigan,Solo / Group,,,,0
5942,Dionne Warwick,Solo / Group,,,,0
5943,Eland+Yappy,Solo / Group,,,,0
5944,CALVIN HARRIS+DISCIPLES,Solo / Group,,,,0
5945,RICK ASTLEY,Solo / Group,,,,0
5946,八三夭+鄭秀文,Solo / Group,,,,0
5947,麻吉弟弟(周立�+婁峻碩,Solo / Group,,,,0
5948,Beyonce+j cole,Solo / Group,,,,0
5949,Eliza doolittle,Solo / Group,,,,0
5950,Charice+iyaz,Solo / Group,,,,0
5951,Alanis morissette,Solo / Group,,,,0
5952,Mickey factz,Solo / Group,,,,0
5953,Kanye west,Solo / Group,,,,0
5954,Take that,Solo / Group,,,,0
5955,冰果甜心,Solo / Group,,,,0
5956,Creedence clearwater,Solo / Group,,,,0
5957,蘇醒,Solo / Group,,,,0
5958,Marie osmond,Solo / Group,,,,0
5959,Boyz 2 men,Solo / Group,,,,0
5960,Sean paul,Solo / Group,,,,0
5961,Kalafina,Solo / Group,,,,0
5962,All saints,Solo / Group,,,,0
5963,Jackie wilson,Solo / Group,,,,0
5964,Girls aloud,Solo / Group,,,,0
5965,Beyonce+Lady Gaga,Solo / Group,,,,0
5966,BCW+玖壹壹+Ken-G,Solo / Group,,,,0
5967,JOURNEY,Solo / Group,,,,0
5968,Mori Calliope & Gawr Gura,Indie / Global,,,,0
5969,Q,Indie / Global,,,,0
5970,LIGHTSUM,Indie / Global,,,,0
5971,Reol,Indie / Global,,,,0
5972,goethe,Indie / Global,,,,0
5973,ONEWE,Indie / Global,,,,0
5974,Tempalay,Indie / Global,,,,0
5975,Kenny Larkin,Indie / Global,,,,0
5976,Passepied,Indie / Global,,,,0
5977,Luzia von Wyl Ensemble,Indie / Global,,,,0
5978,luvis,Indie / Global,,,,0
5979,Majiko,Indie / Global,,,,0
5980,rega,Indie / Global,,,,0
5981,金漁 & 遲里烏布,Indie / Global,,,,0
5982,Alice Nine,Indie / Global,,,,0
5983,李貞賢,Indie / Global,,,,0
5984,中村佳穂,Indie / Global,,,,0
5985,ichikoro,Indie / Global,,,,0
5986,Ohzora Kimishima,Indie / Global,,,,0
5987,Adé,Indie / Global,,,,0
5988,SEVENTEEN & AILEE,Indie / Global,,,,0
5989,R Sound Design,Indie / Global,,,,0
5990,Pinokio-P,Indie / Global,,,,0
5991,Kiryu,Indie / Global,,,,0
5992,Ashmaze.,Indie / Global,,,,0
5993,GNJB,Indie / Global,,,,0
5994,[.que],Indie / Global,,,,0
5995,Young Cocoa,Indie / Global,,,,0
5996,THE BOYZ,Indie / Global,,,,0
5997,王麟,Solo / Group,,,,0
5998,S翼樂團,Solo / Group,,,,0
5999,Roselia,Indie / Global,,,,0
6000,R. City,Indie / Global,,,,0
6001,Flo Rida,Indie / Global,,,,0
6002,中山美穗,Solo / Group,,,,0
6003,影子計劃+周湯豪+NICKTHEREAL,Solo / Group,,,,0
6004,Peaches + Herb,Solo / Group,,,,0
6005,Soul Asylum,Solo / Group,,,,0
6006,CED,Solo / Group,,,,0
6007,Daniel merriweather,Solo / Group,,,,0
6008,Flobots,Solo / Group,,,,0
6009,Musiq soulchild,Solo / Group,,,,0
6010,765pro allstars,Solo / Group,,,,0
6011,No3b,Solo / Group,,,,0
6012,Letoya+ludacris,Solo / Group,,,,0
6013,Del shannon,Solo / Group,,,,0
6014,Peaches+herb,Solo / Group,,,,0
6015,Bonnie tyler,Solo / Group,,,,0
6016,187INC_Right Eye,Solo / Group,,,,0
6017,Paula abdul,Solo / Group,,,,0
6018,周華健+mandy,Solo / Group,,,,0
6019,Agnes,Solo / Group,,,,0
6020,Perry como,Solo / Group,,,,0
6021,LE SSERAFIM,Indie / Global,,,,0
6022,Five Finger Death Punch,Indie / Global,,,,0
6023,張紫寧 & 李鑫一,Indie / Global,,,,0
6024,Spice girls,Solo / Group,,,,0
6025,小青龍,Solo / Group,,,,0
6026,周延+吉克隽逸,Solo / Group,,,,0
6027,濱崎步+SpeXial,Solo / Group,,,,0
6028,霍建華,Solo / Group,,,,0
6029,李玖哲+徐若瑄,Solo / Group,,,,0
6030,藍心湄+謝和絃,Solo / Group,,,,0
6031,Groove coverage,Solo / Group,,,,0
6032,鍾舒漫+鍾舒祺,Solo / Group,,,,0
6033,JAMES,Solo / Group,,,,0
6034,Jesse mccartney,Solo / Group,,,,0
6035,Robbie williams+gary barlow,Solo / Group,,,,0
6036,Booty luv,Solo / Group,,,,0
6037,寿美菜子,Solo / Group,,,,0
6038,Lmfao+lil jon,Solo / Group,,,,0
6039,Jewel,Solo / Group,,,,0
6040,Tim mcgraw,Solo / Group,,,,0
6041,Flo rida+wynter,Solo / Group,,,,0
6042,いきものがかり,Solo / Group,,,,0
6043,CalvinHarris,Solo / Group,,,,0
6044,Silica Gel,Indie / Global,,,,0
6045,尹美萊,Indie / Global,,,,0
6046,Kygo & Selena Gomez,Indie / Global,,,,0
6047,Kina Grannis,Indie / Global,,,,0
6048,Robin Thicke,Indie / Global,,,,0
6049,SHINee,Indie / Global,,,,0
6050,澤野弘之,Indie / Global,,,,0
6051,Why Don't We,Indie / Global,,,,0
6052,T-ara,Indie / Global,,,,0
6053,Zara Larsson,Indie / Global,,,,0
6054,Jonas Blue & Why Don't We,Indie / Global,,,,0
6055,蘇明淵,Solo / Group,,,,0
6056,任媚爽,Solo / Group,,,,0
6057,New Christy Minstrels,Solo / Group,,,,0
6058,羅志祥+倖田來未,Solo / Group,,,,0
6059,Carole King,Solo / Group,,,,0
6060,蔡健雅+阿雲嘎,Solo / Group,,,,0
6061,PG 陳姵尹,Solo / Group,,,,0
6062,Maria simon,Solo / Group,,,,0
6063,Natasha bedingfield,Solo / Group,,,,0
6064,黑色餅乾,Solo / Group,,,,0
6065,Amerie,Solo / Group,,,,0
6066,蘇夢玫,Solo / Group,,,,0
6067,Black eyed peas,Solo / Group,,,,0
6068,鍾舒漫,Solo / Group,,,,0
6069,ꉈꀧ꒒꒒ꁄꍈꍈꀧ꒦ꉈ ꉣꅔꎡꅔꁕꁄ & Belle,Indie / Global,,,,0
6070,Alex Lustig,Indie / Global,,,,0
6071,KIDO3008,Indie / Global,,,,0
6072,KNK,Indie / Global,,,,0
6073,SUPER JUNIOR,Indie / Global,,,,0
6074,Gareth Emery,Indie / Global,,,,0
6075,曾可妮,Solo / Group,,,,0
6076,Meghan Trainor,Solo / Group,,,,0
6077,守夜人,Solo / Group,,,,0
6078,Lara+Jason,Solo / Group,,,,0
6079,Bobby Bare,Solo / Group,,,,0
6080,蘇宥蓉+戴啟明,Solo / Group,,,,0
6081,Toni Braxton,Solo / Group,,,,0
6082,NENE鄭乃馨,Solo / Group,,,,0
6083,HowZ,Solo / Group,,,,0
6084,Freemasons,Solo / Group,,,,0
6085,劉雅婷,Solo / Group,,,,0
6086,4 non blondes,Solo / Group,,,,0
6087,曹格+譚維維,Solo / Group,,,,0
6088,Laura bell bundy,Solo / Group,,,,0
6089,The four tunes,Solo / Group,,,,0
6090,Greyson chance,Solo / Group,,,,0
6091,Natalie cole+nat king cole,Solo / Group,,,,0
6092,Sheryl crow,Solo / Group,,,,0
6093,姫雛,Indie / Global,,,,0
6094,遊助,Indie / Global,,,,0
6095,Zion.T,Indie / Global,,,,0
6096,Marcin Przybyłowicz,Indie / Global,,,,0
6097,Loopy,Indie / Global,,,,0
6098,Oliver Brouwer,Indie / Global,,,,0
6099,Athletics,Indie / Global,,,,0
6100,唐尺美帆,Solo / Group,,,,0
6101,渡辺美里,Solo / Group,,,,0
6102,和田弘,Solo / Group,,,,0
6103,SHELA,Solo / Group,,,,0
6104,JUSTIN BIEBER+BIG SEAN,Solo / Group,,,,0
6105,影子計劃+周湯豪,Solo / Group,,,,0
6106,Aqua timez,Solo / Group,,,,0
6107,Maximo park,Solo / Group,,,,0
6108,Cold play,Solo / Group,,,,0
6109,Composer+B+Steinberg+t+Kelly,Solo / Group,,,,0
6110,Ronan keating+lulu,Solo / Group,,,,0
6111,齊天大聖,Solo / Group,,,,0
6112,Paul McCartney+Wings,Solo / Group,,,,0
6113,TATA YOUNG,Solo / Group,,,,0
6114,4MINUTE,Solo / Group,,,,0
6115,Snow Man,Indie / Global,,,,0
6116,Original Koffee,Indie / Global,,,,0
6117,163 braces,Indie / Global,,,,0
6118,2danji,Indie / Global,,,,0
6119,Mitsuru Matsuoka,Indie / Global,,,,0
6120,HAON,Indie / Global,,,,0
6121,5 Seconds of Summer,Indie / Global,,,,0
6122,JxW,Indie / Global,,,,0
6123,ꉈꀧ꒒꒒ꁄꍈꍈꀧ꒦ꉈ ꉣꅔꎡꅔꁕꁄ & 椎名林檎,Indie / Global,,,,0
6124,Alpha P,Indie / Global,,,,0
6125,HxW,Indie / Global,,,,0
6126,W&W & Groove Coverage,Indie / Global,,,,0
6127,咻比嘟嘩,Indie / Global,,,,0
6128,MAKJ & Timmy Trumpet,Indie / Global,,,,0
6129,Shawn Mendes,Indie / Global,,,,0
6130,Michael W. Smith,Indie / Global,,,,0
6131,Zedd & Alessia Cara,Indie / Global,,,,0
6132,NU’EST W,Indie / Global,,,,0
6133,"陳忻玥, 王艷薇 & 九九",Indie / Global,,,,0
6134,JAY B,Indie / Global,,,,0
6135,Drxnk,Indie / Global,,,,0
6136,INHON 盧胤宏,Solo / Group,,,,0
6137,陳欣斈,Solo / Group,,,,0
6138,吳青峰+9m88,Solo / Group,,,,1
6139,鄭心慈,Solo / Group,,,,0
6140,Julie Rogers,Solo / Group,,,,0
6141,沈丹丹,Solo / Group,,,,0
6142,田振達,Solo / Group,,,,0
6143,Gloria Gaynor,Solo / Group,,,,0
6144,EXTREME,Solo / Group,,,,0
6145,Patti Page,Solo / Group,,,,0
6146,Queen,Solo / Group,,,,0
6147,Barry Manilow,Solo / Group,,,,0
6148,Ace Of Base,Solo / Group,,,,0
6149,派偉俊+8LAK+HOSEA,Solo / Group,,,,0
6150,PEABO BRYSON+REGINA,Solo / Group,,,,0
6151,加藤ミリヤ,Solo / Group,,,,0
6152,Jessie j+big sean,Solo / Group,,,,0
6153,Jessie james,Solo / Group,,,,0
6154,舒克,Solo / Group,,,,0
6155,John mayer,Solo / Group,,,,0
6156,Chris brown,Solo / Group,,,,0
6157,Avril lavigne+leona lewis,Solo / Group,,,,0
6158,崔天琪,Solo / Group,,,,0
6159,FLO RIDA SIA,Solo / Group,,,,0
6160,CLOSE YOUR EYES,Indie / Global,,,,0
6161,Nicky Jam & J Balvin,Indie / Global,,,,0
6162,ONEUS,Indie / Global,,,,0
6163,riel & Houis,Indie / Global,,,,0
6164,CHUNG HA,Indie / Global,,,,0
6165,LÜCY & J.4αllϵ ('θ') ϶r,Indie / Global,,,,0
6166,Jackson Wang,Indie / Global,,,,0
6167,TwoWorldsApart & Lissa,Indie / Global,,,,0
6168,Wonstein,Indie / Global,,,,0
6169,Jamal Green,Indie / Global,,,,0
6170,HUSH,Indie / Global,,,,0
6171,MONSTA X,Indie / Global,,,,0
6172,YNL,Indie / Global,,,,0
6173,Welshly Arms,Indie / Global,,,,0
6174,mitsume,Indie / Global,,,,0
6175,PENOMECO,Indie / Global,,,,0
6176,System Of A Down,Indie / Global,,,,0
6177,Prince Royce,Indie / Global,,,,0
6178,August Burns Red,Indie / Global,,,,0
6179,TURBO,Indie / Global,,,,0
6180,Bicep,Indie / Global,,,,0
6181,吳克群+太帥了花,Solo / Group,,,,0
6182,宇兒,Solo / Group,,,,0
6183,歐陽菲菲+許茹芸,Solo / Group,,,,0
6184,上木彩矢,Solo / Group,,,,0
6185,呼嚨,Solo / Group,,,,0
6186,Martin Carlberg,Solo / Group,,,,0
6187,프리스타일,Indie / Global,,,,0
6188,FANXY CHILD,Indie / Global,,,,0
6189,MBLAQ,Indie / Global,,,,0
6190,C&K,Indie / Global,,,,0
6191,王芯翎,Solo / Group,,,,0
6192,李代沬,Solo / Group,,,,0
6193,謝和弦+藍心湄,Solo / Group,,,,0
6194,鳳娘+安琪,Solo / Group,,,,0
6195,蔡濟文,Solo / Group,,,,0
6196,Aaliyah,Solo / Group,,,,0
6197,Jason mraz,Solo / Group,,,,0
6198,HOPE,Solo / Group,,,,0
6199,TonI braxton+trey songz,Solo / Group,,,,0
6200,LMF,Solo / Group,,,,0
6201,Catching Flies,Indie / Global,,,,0
6202,GD X 太陽,Indie / Global,,,,0
6203,CxM,Indie / Global,,,,0
6204,DxS,Indie / Global,,,,0
6205,Beyoncé,Indie / Global,,,,0
6206,蕭蔓萱,Solo / Group,,,,0
6207,LMYK,Indie / Global,,,,0
6208,bobae,Indie / Global,,,,0
6209,SANTOS BRAVOS,Indie / Global,,,,0
6210,god,Indie / Global,,,,0
6211,B.A.P,Indie / Global,,,,0
